compass_mean,compass_std,exact_mean,exact_std,family,index,mean_error_in_exact_std,n_observations,parameter,runtime_seconds,shared_synchronization_max_abs,std_ratio_to_exact,truth
-1.8087480068206787,0.049739301204681396,-1.8069600953454885,0.026700842584007557,original,18,0.06696086348455024,50,local,95.36577693605796,0.0,1.8628363609313965,-1.8012520180457345
0.024233240634202957,0.09829683601856232,0.01625226914909808,0.08902755169121407,original,19,0.08964608521175924,50,local,95.36577693605796,0.0,1.1041170358657837,0.011808080988597869
1.2517070770263672,0.05204468593001366,1.2545860751299334,0.03699438217003524,original,20,0.07782257560982088,50,local,95.36577693605796,0.0,1.4068267345428467,1.2980199322889288
0.5138196349143982,0.08024682849645615,0.5194074456693257,0.06755690171093853,original,21,0.08271265575257696,50,local,95.36577693605796,0.0,1.1878405809402466,0.4004208616716589
1.2043489217758179,0.054562658071517944,1.2069947988368848,0.03814635147928664,original,22,0.06936120909239764,50,local,95.36577693605796,0.0,1.430350661277771,1.2736373536948826
0.39326974749565125,0.08317544311285019,0.39713854861237713,0.0717767131660259,original,23,0.05390050541569108,50,local,95.36577693605796,0.0,1.1588082313537598,0.33463773640856553
0.27711477875709534,0.09626667201519012,0.2813282005526083,0.08877469635260989,original,24,0.04746196797764787,50,local,95.36577693605796,0.0,1.0843931436538696,0.14170479922167356
-1.5618138313293457,0.05147784948348999,-1.5605877434070072,0.03040263445937257,original,25,0.04032834470239437,50,local,95.36577693605796,0.0,1.6932035684585571,-1.5531948725792901
-1.2660621404647827,0.05390996113419533,-1.265998568308197,0.03663120208778896,original,26,0.0017354646575194824,50,local,95.36577693605796,0.0,1.4716951847076416,-1.2120088549978343
1.6547704935073853,0.050719309598207474,1.6521581176284967,0.02896820490291208,original,27,0.09018079952292467,50,local,95.36577693605796,0.0,1.7508612871170044,1.6661478205537388
-1.9780501127243042,0.04991918057203293,-1.9747487603491112,0.01745109577052938,original,28,0.18917736849328382,50,local,95.36577693605796,0.0,2.860518217086792,-1.9443791893031355
-1.5753040313720703,0.05372649058699608,-1.5724267459251238,0.03043828379356645,original,29,0.09452850451294816,50,local,95.36577693605796,0.0,1.7650959491729736,-1.4922263884800246
