index,true_label,probability_Circle 1p,probability_Horizontally scaled circle 2p,probability_Axis-scaled circle 3p
277,2,1e-30,2.3123815e-11,1.0
278,2,1.0000034e-30,0.7933767,0.20662329
279,2,9.999966e-31,0.7936801,0.20631993
280,2,3.7681715e-05,0.80393034,0.196032
281,2,0.0010843485,0.8909951,0.10792061
282,2,9.9999925e-31,0.7812819,0.21871816
283,2,3.7612156e-14,0.8754575,0.124542445
284,2,2.4695668e-27,3.1659635e-24,1.0
285,2,6.5931695e-13,0.7471043,0.25289574
286,2,1.0766026e-20,0.84037274,0.15962732
287,2,3.7315579e-07,0.83842766,0.16157192
288,2,0.0006545257,0.21770199,0.7816435
289,2,1e-30,3.1203535e-24,1.0
290,2,4.975526e-13,0.85232574,0.14767422
291,2,9.254763e-09,0.8278689,0.17213115
292,2,1.8476215e-10,0.7245066,0.27549335
293,2,2.3153849e-17,0.8216401,0.17836
294,2,1e-30,1e-30,1.0
295,2,1e-30,1e-30,1.0
296,2,1e-30,1e-30,1.0
297,2,0.7936335,0.16575515,0.040611252
298,2,0.6730836,0.25514615,0.07177025
299,2,3.239458e-14,2.3218837e-11,1.0
300,2,2.8177803e-05,0.83292687,0.16704494
301,2,0.15698826,0.66337854,0.17963316
302,2,1.3464737e-09,0.88967013,0.11032992
303,2,1.5934785e-24,0.021788323,0.97821164
304,2,2.521635e-15,0.72496176,0.27503827
305,2,0.0065238336,0.5828218,0.41065437
306,2,9.834538e-05,0.8584818,0.14141984
307,2,3.620768e-15,0.8032868,0.19671322
308,2,0.04925421,0.84219533,0.10855045
309,2,0.0008708302,0.85405,0.14507918
310,2,9.99998e-31,0.7474398,0.25256017
311,2,1.0000015e-30,0.7893541,0.21064591
312,2,0.7899666,0.18590765,0.024125732
313,2,0.0006361561,0.05273921,0.94662464
314,2,1.28488115e-17,7.9853035e-06,0.999992
315,2,1.8327587e-06,0.8602865,0.13971166
316,2,9.999988e-31,0.21153283,0.78846717
317,2,7.1665257e-10,0.84265393,0.15734613
318,2,9.999963e-31,1.1282125e-05,0.9999887
319,2,1.6792793e-06,0.85427415,0.1457242
320,2,0.036624048,0.85589814,0.10747788
321,2,0.6605025,0.31735072,0.022146838
322,2,0.2599732,0.6129829,0.12704387
323,2,6.1369273e-21,6.634794e-20,1.0
324,2,1e-30,1e-30,1.0
325,2,1e-30,1e-30,1.0
326,2,1e-30,1e-30,1.0
327,2,1e-30,1e-30,1.0
328,2,0.08172489,0.77536607,0.14290904
329,2,0.020179091,0.0041969228,0.97562397
330,2,9.999972e-31,0.7760465,0.22395355
331,2,0.69114566,0.24697165,0.061882712
332,2,1e-30,1e-30,1.0
333,2,1e-30,2.1204818e-09,1.0
334,2,1.0000014e-30,0.76173085,0.23826915
335,2,0.051626176,0.80869097,0.1396829
336,2,2.9628538e-05,0.8969822,0.102988176
337,2,9.999993e-31,0.6990021,0.30099788
338,2,0.09920858,0.80006987,0.1007216
339,2,2.2862368e-15,0.7556282,0.24437176
340,2,6.642511e-05,0.7760339,0.22389972
341,2,3.3033931e-15,0.7530105,0.24698943
342,2,7.864196e-12,0.8622118,0.13778822
343,2,1.4450572e-22,0.7282352,0.27176487
344,2,2.4181192e-26,0.74361336,0.25638664
345,2,6.120403e-05,0.89283156,0.1071072
346,2,1e-30,1e-30,1.0
347,2,1.5853785e-15,0.8861708,0.11382917
348,2,5.475529e-15,0.8310192,0.16898082
349,2,7.8483456e-11,1.0334826e-07,0.9999999
350,2,8.379729e-24,6.1896908e-27,1.0
351,2,2.6526848e-07,0.78545666,0.21454306
352,2,3.2396504e-06,0.8800277,0.11996902
353,2,9.544325e-08,0.8578515,0.14214842
354,2,9.999997e-31,0.7060828,0.29391718
355,2,0.07190108,0.42087922,0.5072197
356,2,1e-30,1e-30,1.0
357,2,0.015856232,0.85345095,0.13069274
358,2,4.632567e-06,0.83402485,0.16597047
359,2,1.0932024e-30,3.1572606e-21,1.0
